Jop title,Company name,Location,Skills,links
Mobile Engineer,TRANSSION HOLDINGS,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · males_only · FA Factory · Mobile Phones · Mobile · Analysis · Software Development · Engineering · Computer Science · Information Technology (IT) · Electronics · Installation/Maintenance/Repair,https://wuzzuf.net/jobs/p/fMAAMsRDRLns-Mobile-Engineer-TRANSSION-HOLDINGS-Cairo-Egypt?o=252&l=sp&t=sj&a=data analysis|search-v3|hpb
Devops / Configuration Management Administrator - Alexandria,ISFP,"Smouha, Alexandria, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · Information Technology (IT) · Configuration · Installation · Administration · Computer Science · Technology · Software · Analysis · DevOps · Computer Engineering,https://wuzzuf.net/jobs/p/AJVxxUR4KKaJ-Devops-Configuration-Management-Administrator---Alexandria-ISFP-Alexandria-Egypt?o=253&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,ZDS Architects,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Accounting · Microsoft Office · Computer Skills · Income Statement · Journal Entry · Financial Analysis · Finance · Construction · Accounting/Finance,https://wuzzuf.net/jobs/p/HcXQIhPPJfyC-Accountant-ZDS-Architects-Cairo-Egypt?o=254&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Manager,MG Developments,"Cairo, Egypt ",Full timeManager · 20 - 20 Yrs of Exp · males_only · Accounting · Construction · Financial Management · Accounting Software · Communication · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/eGRbmYK9hHAk-Accounting-Manager-MG-Developments-Cairo-Egypt?o=255&l=sp&t=sj&a=data analysis|search-v3|hpb
Customer Service Specialist - Real Estate,Better Home,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Customer Service · Customer Care · Customer Support · Real Estate · Sales Skills · Sales · Data · Collection · Customer Service/Support,https://wuzzuf.net/jobs/p/IylgBBuDuSgI-Customer-Service-Specialist---Real-Estate-Better-Home-Cairo-Egypt?o=256&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Control Accountant - Hotels, Byoot Bay,"Giza, Giza, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Accounting · Finance · Financial Management · Financial Analysis · Cost Control · Financial Control · Accounting Principals · analytical · Annual reports · Cost,https://wuzzuf.net/jobs/p/ltGEF9hQLOpi-Cost-Control-Accountant---Hotels-Byoot-Bay-Giza-Egypt?o=257&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Analyst,Energya Cables,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 7+ Yrs of Exp · Finance · Analytical · CFA · Financial Analysis · ERP · Accounting/Finance · Analyst/Research,https://wuzzuf.net/jobs/p/FO2aUmIvFpCg-Financial-Analyst-Energya-Cables-Cairo-Egypt?o=258&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounts Payable Accountant,Orascom Development Holding,"taba, South Sinai, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · males_only · Accounting · Commerce · Accounts Payable · Finance · Financial Analysis · Hotels · Accounting/Finance · Hospitality/Hotels/Food Services,https://wuzzuf.net/jobs/p/ykWgtPngUBrj-Accounts-Payable-Accountant-Orascom-Development-Holding-South-Sinai-Egypt?o=259&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounts Receivable Accountant (Real Estate),Residence Egypt,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Finance · Accounting · Financial Management · Real Estate · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/1smPsGiVp1pd-Accounts-Receivable-Accountant-Real-Estate-Residence-Egypt-Cairo-Egypt?o=260&l=sp&t=sj&a=data analysis|search-v3|hpb
Finance Manager,Itruck corp,"Nasr City, Cairo, Egypt ",Full timeManager · 15+ Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Accounting Software · CMA · English · Financial · Management · MS Office,https://wuzzuf.net/jobs/p/Yu6OEkFOgirt-Finance-Manager-Itruck-corp-Cairo-Egypt?o=261&l=sp&t=sj&a=data analysis|search-v3|hpb
Budget Controller (Retail Background) - 6th of October,Nile Projects & Trading,"6th of October, Giza, Egypt ",Full timeExperienced · 7 - 10 Yrs of Exp · males_only · Accounting · Finance · Financial Management · Financial Analysis · Communication Skills · Computer Skills · Microsoft Office · Microsoft Word · Microsoft Excel · Analysis,https://wuzzuf.net/jobs/p/12qR0tfo1fGQ-Budget-Controller-Retail-Background---6th-of-October-Nile-Projects-Trading-Giza-Egypt?o=262&l=sp&t=sj&a=data analysis|search-v3|hpb
E-Commerce Operations Coordinator,Egypt Data,"Maadi, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Data Entry · E-Commerce · Logistics · Operations · Administration · Business Administration · Commerce · Marketing · Administration · Operations/Management,https://wuzzuf.net/jobs/p/eXoDv8zrPxG2-E-Commerce-Operations-Coordinator-Egypt-Data-Cairo-Egypt?o=263&l=sp&t=sj&a=data analysis|search-v3|hpb
Medical Specialist (Research) - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Research · Education · Writing · Pharmacy · Analysis · Biomedical Sciences · Clinical Research · Medical · Biomedical · Scientific Research,https://wuzzuf.net/jobs/p/r4vZ5nerxoPp-Medical-Specialist-Research---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=264&l=sp&t=sj&a=data analysis|search-v3|hpb
[CGEG012] Product Owner - Cairo,Cegedim,"New Cairo, Cairo, Egypt ",Full timeExperienced · 6+ Yrs of Exp · Software Development · Healthcare Market · Project Management · Scrum · BDD · Engineering · Agile · Computer Science · PMP · Business Analysis,https://wuzzuf.net/jobs/p/uZSupqj8CmyD-CGEG012-Product-Owner---Cairo-Cegedim-Cairo-Egypt?o=265&l=sp&t=sj&a=data analysis|search-v3|hpb
Managing Director Strategic Assistant,Kasrawy Group,"Abu Rawash, Giza, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · males_only · Business Admin · Administration · Office Management · Communication · Microsoft Office · Analysis · Market Research · Administration · Marketing/PR/Advertising · Analyst/Research,https://wuzzuf.net/jobs/p/lHBN2KbFxBEB-Managing-Director-Strategic-Assistant-Kasrawy-Group-Giza-Egypt?o=266&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,ALM-Atef Lamie&Co.,"Downtown, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Auditing · Accounting · Accountant · Financial Analysis · Finance · bookkepping · Accounting/Finance,https://wuzzuf.net/jobs/p/P0xvfnCRoRyL-Accountant-ALM-Atef-LamieampCo-Cairo-Egypt?o=267&l=sp&t=sj&a=data analysis|search-v3|hpb
Java Technical Lead,KnowledgeNet,"Nasr City, Cairo, Egypt ",Full timeManager · 6+ Yrs of Exp · Computer Science · Computer Engineering · Testing · Design · Spring Stack · Core · MVC · Data · Security · Web Stack,https://wuzzuf.net/jobs/p/wLKXupgkmikD-Java-Technical-Lead-KnowledgeNet-Cairo-Egypt?o=268&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior QS Engineer,Red Sea International For Contracting ,"Dokki, Giza, Egypt ",Full timeExperienced · 7 - 10 Yrs of Exp · QS · Engineering · Civil Engineering · AutoCAD · Civil · Architectural · Price Analysis · Engineering - Construction/Civil/Architecture,https://wuzzuf.net/jobs/p/4yZsMdn42Q75-Senior-QS-Engineer-Red-Sea-International-For-Contracting-Giza-Egypt?o=269&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounts Receivable Manager - Real Estate,Seldar Egypt,"New Cairo, Cairo, Egypt ",Full timeManager · 7 - 10 Yrs of Exp · Finance · Financial Management · Accounting · Financial Analysis · Receivable Accounting · Accounting Management · Real Estate · English · Microsoft Office · Accounting/Finance,https://wuzzuf.net/jobs/p/n1GD8FqO6JKs-Accounts-Receivable-Manager---Real-Estate-Seldar-Egypt-Cairo-Egypt?o=270&l=sp&t=sj&a=data analysis|search-v3|hpb
Technical Office Engineer,El shrouk for construction and engineering,"Sidi Gaber, Alexandria, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · females_only · Technical Office · Civil Engineering · Civil · Cost · Cost Analysis · AutoCAD · Engineering · Microsoft Office · Engineering - Construction/Civil/Architecture,https://wuzzuf.net/jobs/p/5R3cUC4AgDOn-Technical-Office-Engineer-El-shrouk-for-construction-and-engineering-Alexandria-Egypt?o=271&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Business Analyst,Softec Technologies,"Maadi, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Business Analysis · System Analysis · Technical Analysis · Analysis · Information Technology (IT) · Computer Science · Project Management · Communication Skills · Technical Writing · IT/Software Development,https://wuzzuf.net/jobs/p/ajVouPB1YnnG-Senior-Business-Analyst-Softec-Technologies-Cairo-Egypt?o=272&l=sp&t=sj&a=data analysis|search-v3|hpb
Treasury Banking & Cash Manager,Confidential -,"10th of Ramadan City, Sharqia, Egypt ",Full timeManager · 7 - 10 Yrs of Exp · males_preferred · Accounting · Account Management · ERP · Finance · English · Financial Analysis · Management · Reporting · Treasury · Banking,https://wuzzuf.net/jobs/p/gZi0CD5ex5ne-Treasury-Banking-Cash-Manager-Sharqia-Egypt?o=273&l=sp&t=sj&a=data analysis|search-v3|hpb
Assembly Quality Supervisor (Female),Q Medical Co.,"Badr City, Cairo, Egypt ",Full timeManager · 2 - 3 Yrs of Exp · females_only · Agriculture · Nursing · Quality Control · Engineering · English · quality · Quality Assurance · Computer Skills · ISO · Quality,https://wuzzuf.net/jobs/p/n6byfL4x8RWg-Assembly-Quality-Supervisor-Female-Q-Medical-Co-Cairo-Egypt?o=274&l=sp&t=sj&a=data analysis|search-v3|hpb
UPS Field Service Engineer,Target Recruitment  & HR Solutions ,"Cairo, Egypt ",Full timeExperienced · 5 - 8 Yrs of Exp · UPS · Data Center Solutions · Sales Engineer · Technical Sales · Electrical · Electrical Engineering · Electronics · Engineering · English · Installation,https://wuzzuf.net/jobs/p/WBgpLNvyLbPA-UPS-Field-Service-Engineer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=275&l=sp&t=sj&a=data analysis|search-v3|hpb
Business Development Manager,Virtual Worker Now,"Cairo, Egypt ",Full timeWork from homeManager · 2 - 3 Yrs of Exp · Social Media · Marketing · Digital Marketing · Market Research · Writing · Editing · Media · English · Communication · Online Marketing,https://wuzzuf.net/jobs/p/KffPZGVteZLQ-Business-Development-Manager-Virtual-Worker-Now-Cairo-Egypt?o=276&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Manager,Redpepper films,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Finance · Financial Management · Accounting · Financial · Management · Financial Statements · Financial Analysis · Financial Statistics · Statistics · Accounting/Finance,https://wuzzuf.net/jobs/p/ys8QkctUFRNP-Financial-Manager-Redpepper-films-Cairo-Egypt?o=277&l=sp&t=sj&a=data analysis|search-v3|hpb
Seo Specialist,"Izam, inc.","Mohandessin, Giza, Egypt ",Full timeSenior Management · 1 - 3 Yrs of Exp · SEO · Marketing · Digital Marketing · Link Building · Analysis · Communication · Communication skills · Content · E-Marketing · Editing,https://wuzzuf.net/jobs/p/JWKZNohCZUdr-Seo-Specialist-Izam-inc-Giza-Egypt?o=278&l=sp&t=sj&a=data analysis|search-v3|hpb
"Quality Control Specialist-Medical Devices (Injection, Extrusion & Pelletizing)",Q Medical Co.,"Badr City, Cairo, Egypt ",Full timeShift basedEntry Level · 0 - 3 Yrs of Exp · Quality Control · Agriculture · Industrial Education · English · Quality Assurance · QA · Medical/Healthcare · Quality,https://wuzzuf.net/jobs/p/2lyu8Ug2QYN1-Quality-Control-Specialist-Medical-Devices-Injection-Extrusion-Pelletizing-Q-Medical-Co-Cairo-Egypt?o=279&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Accountant,Remal Group L.L.C.,"Wadi Alnatrun, Beheira, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Accounting · Financial Analysis · Finance · Financial Reporting · Microsoft Office · Tax Laws · Egyptian Tax · Accounting/Finance,https://wuzzuf.net/jobs/p/uIIJkH8g5b1c-Junior-Accountant-Remal-Group-L-L-C-Beheira-Egypt?o=280&l=sp&t=sj&a=data analysis|search-v3|hpb
Chief Accountant,Al-Mostafa for trading,"Tanta, Gharbia, Egypt ",Full timeManager · 7+ Yrs of Exp · Accounting · Finance · CMA · MBA · Financial Analysis · CPA · Accounting/Finance · Banking · Operations/Management,https://wuzzuf.net/jobs/p/nLsPbOHRihjj-Chief-Accountant-Al-Mostafa-for-trading-Gharbia-Egypt?o=281&l=sp&t=sj&a=data analysis|search-v3|hpb
Treasury Accountant,Egypt University of Informatics (EUI),"Cairo, Egypt ",Full timeExperienced · 4 - 7 Yrs of Exp · Finance · Treasury · Accounting · Cash Management · Financial Analysis · Cash · Microsoft Word · Accounting/Finance · Banking,https://wuzzuf.net/jobs/p/Ve7GE6HkJhev-Treasury-Accountant-Egypt-University-of-Informatics-EUI-Cairo-Egypt?o=282&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant - Obour City,Food Brand,"Obour City, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Commerce · Accounting · Finance · Microsoft Office · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/yiNQ0wte65zC-Accountant---Obour-City-Food-Brand-Cairo-Egypt?o=283&l=sp&t=sj&a=data analysis|search-v3|hpb
Internal Auditor,"The Micro, Small & Medium Enterprise Development Agency ","Dokki, Giza, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · Auditing · Finance · Accounting · Financial Analysis · English · Business Administration · Audit · Computer Skills · Accounting/Finance · Quality,https://wuzzuf.net/jobs/p/efNYHYdcZgGa-Internal-Auditor-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt?o=284&l=sp&t=sj&a=data analysis|search-v3|hpb
Operations Coordinator,Cashcall,"Maadi, Cairo, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · Operations · Microsoft Office · English · Administration · Operations/Management,https://wuzzuf.net/jobs/p/J0BZzjWFFgFm-Operations-Coordinator-Cashcall-Cairo-Egypt?o=285&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Business Development Executive,Travco Properties,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Business Analysis · Development · Business Development · Finance · Analysis · English · Arabic · Business Administration · Business · Microsoft Office,https://wuzzuf.net/jobs/p/0Q2H8IyQajIv-Senior-Business-Development-Executive-Travco-Properties-Giza-Egypt?o=286&l=sp&t=sj&a=data analysis|search-v3|hpb
Database Developer,Petrosafe,"Maadi, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Software Development · Database Administration · Computer Science · Information Technology (IT) · Database · SQL · Design · Administration · Implementation · Data Modeling,https://wuzzuf.net/jobs/p/8djgwT5XvIvR-Database-Developer-Petrosafe-Cairo-Egypt?o=287&l=sp&t=sj&a=data analysis|search-v3|hpb
Operations Executive (Equipment Control),Transmar International ,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Shipping · Operations Management · Equipment Control · Engineering · ERP · Video Editing · Logistics · Supply Chain · Logistics/Supply Chain · Operations/Management,https://wuzzuf.net/jobs/p/O1kVwTybp3Lk-Operations-Executive-Equipment-Control-Transmar-International-Cairo-Egypt?o=288&l=sp&t=sj&a=data analysis|search-v3|hpb
Internal Audit Supervisor,Halwani Bros,"10th of Ramadan City, Cairo, Egypt ",Full timeManager · 3 - 4 Yrs of Exp · Audit · Auditing · CIA · Internal auditing · Accounting · CPA · Internal auditor · Business Administration · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/J1qQN3sPQFjF-Internal-Audit-Supervisor-Halwani-Bros-Cairo-Egypt?o=289&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Valencia Development real estate,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/AVke9nywuxTZ-Accountant-Valencia-Development-real-estate-Cairo-Egypt?o=290&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Accountant,SAK Developments,"New Cairo, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Accounting · Accounting Programs · Communication Skills · Finance · Financial Analysis · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/9iznPXdsSasb-Senior-Accountant-SAK-Developments-Cairo-Egypt?o=291&l=sp&t=sj&a=data analysis|search-v3|hpb
Sales Force Effectiveness Manager,Acino Pharma Egypt,"New Cairo, Cairo, Egypt ",Full timeManager · 5 - 7 Yrs of Exp · Commercial Excellence · CRM · Sales Force Effectiveness · Sales · Sales Skills · English · Pharmaceutical · Analysis · Sales/Retail · Pharmaceutical,https://wuzzuf.net/jobs/p/WhxHH9Qx06yV-Sales-Force-Effectiveness-Manager-Acino-Pharma-Egypt-Cairo-Egypt?o=292&l=sp&t=sj&a=data analysis|search-v3|hpb
Research & Development Specialist - Alexandria,Confidential -,"Bourj Alarab, Alexandria, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Research · Packing Materials · Development · Microsoft Excel · Microsoft Word · Communication Skills · Analysis · R&amp;D · Printing · R&D/Science,https://wuzzuf.net/jobs/p/ojBQIaaM8XvI-Research-Development-Specialist---Alexandria-Alexandria-Egypt?o=293&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Specialist,Snapology of Egypt,"New Cairo, Cairo, Egypt ",Part timeExperienced · 2+ Yrs of Exp · Sales · Marketing · Sales Skills · Sales Target · Customer Service · Analysis · Business · Business Administration · Communication · Education,https://wuzzuf.net/jobs/p/aCliG1lGvp3d-Marketing-Specialist-Snapology-of-Egypt-Cairo-Egypt?o=294&l=sp&t=sj&a=data analysis|search-v3|hpb
Business Development Specialist-New Cairo,IWAN Design House,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 2 - 5 Yrs of Exp · Business Development · Sales Skills · Presentation Skills · Customer Support · CRM · Analysis · Communication · Microsoft Office · Research · Sales,https://wuzzuf.net/jobs/p/O8TffJ4Mu5L3-Business-Development-Specialist-New-Cairo-IWAN-Design-House-Cairo-Egypt?o=295&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant - Food & Beverage,Confidential -,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Finance · Food & Beverage · Restaurant · Accounting · Financial Analysis · Financial Management · FMCG · Accounting/Finance · Hospitality/Hotels/Food Services,https://wuzzuf.net/jobs/p/oJzcABYZVS9A-Accountant---Food-Beverage-Cairo-Egypt?o=296&l=sp&t=sj&a=data analysis|search-v3|hpb
R&D Formulation Section Head - Pharmaceutical,Multicare,"New Cairo, Cairo, Egypt ",Full timeManager · 3 - 5 Yrs of Exp · R&D · Pharmaceutical · Science · Development · Formulation · Pharmacy · English · Analysis · Communication Skills · R&D/Science,https://wuzzuf.net/jobs/p/JZf8z6tlJWnP-RD-Formulation-Section-Head---Pharmaceutical-Multicare-Cairo-Egypt?o=297&l=sp&t=sj&a=data analysis|search-v3|hpb
Auditing Supervisor,Smart GYM,"Nasr City, Cairo, Egypt ",Full timeManager · 3 - 5 Yrs of Exp · males_only · Finance · Accounting · Auditing · Financial Analysis · Communication · Computer Skills · Microsoft Office · Microsoft Excel · Accounting/Finance · Operations/Management,https://wuzzuf.net/jobs/p/OSmubhTfjuWM-Auditing-Supervisor-Smart-GYM-Cairo-Egypt?o=298&l=sp&t=sj&a=data analysis|search-v3|hpb
Internal Auditor,Confidential -,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Auditing · Accounting · Finance · Financial Management · Financial Analysis · Internal Auditing · Computer Skills · Microsoft Office · Internal Auditor · Auditor,https://wuzzuf.net/jobs/p/QVGhpR1gbizp-Internal-Auditor-Cairo-Egypt?o=299&l=sp&t=sj&a=data analysis|search-v3|hpb
Treasury Supervisor,The First Microfinance ,"Maadi, Cairo, Egypt ",Full timeManager · 5 - 7 Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Microsoft Excel · Communication Skills · Treasury · English · Banking · Computer Skills,https://wuzzuf.net/jobs/p/oUKpespQcQCj-Treasury-Supervisor-The-First-Microfinance-Cairo-Egypt?o=300&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Products Owner,almentor,"Maadi, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Products Management · Business Analysis · Communication Skills · Research · UI/UX · Confluence · JIRA · Agile · SDLC · User Acceptance Testing,https://wuzzuf.net/jobs/p/Y7Lb8Lg66KvD-Senior-Products-Owner-almentor-Cairo-Egypt?o=301&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Costing And Reporting Analyst -6th of October,Nile Projects & Trading,"6th of October, Giza, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · males_only · Finance · Accounting · Financial Management · Management · CFO · MBA · English · Corporate · Financial Analysis · CPA,https://wuzzuf.net/jobs/p/qMq7hGsW9wma-Senior-Costing-And-Reporting-Analyst--6th-of-October-Nile-Projects-Trading-Giza-Egypt?o=302&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Coordinator,Nile University,"Sheikh Zayed, Giza, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · Coordination · English · QA · Quality Assurance · Quality Control · Quality · Business Administration · Quality,https://wuzzuf.net/jobs/p/6fzQyNo5gUcq-Quality-Coordinator-Nile-University-Giza-Egypt?o=303&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Accountant - Saudi Arabia,Altayar recruitment,"Riyadh, Saudi Arabia ",Full timeExperienced · 2 - 5 Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Computer Skills · Cost · Cost Accounting · Food Industry · Microsoft Office · Microsoft Excel,https://wuzzuf.net/jobs/p/YKS6D8utNAQq-Cost-Accountant---Saudi-Arabia-Altayar-recruitment-Riyadh-Saudi-Arabia?o=304&l=sp&t=sj&a=data analysis|search-v3|hpb
Head Of Assembly Quality Control,Q Medical Co.,"Badr City, Cairo, Egypt ",Full timeManager · 6 - 7 Yrs of Exp · quality · Quality Control · English · Microsoft Office · QC · Quality Assurance · Operations/Management · Quality,https://wuzzuf.net/jobs/p/FHpGJTOidNt1-Head-Of-Assembly-Quality-Control-Q-Medical-Co-Cairo-Egypt?o=305&l=sp&t=sj&a=data analysis|search-v3|hpb
Technical Support Engineer,TAB ERP Solutions,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · Technical Support · SQL · Information Technology (IT) · Accounting · ERP · Computer Science · Customer Care · Customer Support · Customer Service · SQL Server 2008,https://wuzzuf.net/jobs/p/cuFgidrPxbFl-Technical-Support-Engineer-TAB-ERP-Solutions-Cairo-Egypt?o=306&l=sp&t=sj&a=data analysis|search-v3|hpb
ECommerce Specialist,Soficopharm,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Digital · E-Marketing · Marketing · media · Social Media · Sales · Business Development · Planning · Business Development,https://wuzzuf.net/jobs/p/SeFmQce2QU3r-ECommerce-Specialist-Soficopharm-Cairo-Egypt?o=307&l=sp&t=sj&a=data analysis|search-v3|hpb
Credit Risk Manager,Fawry Microfinance ,"Giza, Egypt ",Full timeManager · 2 - 5 Yrs of Exp · Risk Management · Finance · Banking · Credit Risk · Financial Analysis · Accounting · Risk · Commerce · Economics · Microsoft Office,https://wuzzuf.net/jobs/p/2iNkZbYcbVlZ-Credit-Risk-Manager-Fawry-Microfinance-Giza-Egypt?o=308&l=sp&t=sj&a=data analysis|search-v3|hpb
RPA Senior Developer,Robiquity,"Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · RPA · UiPath · Blue Prism · Automation Anywhere · SQL · Robotic Process Automation · Computer Science · Information Technology (IT) · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/99iT2HyoFWsW-RPA-Senior-Developer-Robiquity-Cairo-Egypt?o=309&l=sp&t=sj&a=data analysis|search-v3|hpb
Digital Marketing Executive,CLS Learning Solutions,"Dokki, Giza, Egypt ",Full timeFreelance / ProjectWork from homeExperienced · 5+ Yrs of Exp · SEO · Digital Marketing · Marketing · E-marketing · Market Research · Adobe Photoshop · Adobe Illustrator · Graphic Design · Google Analytics · Social Media,https://wuzzuf.net/jobs/p/k3p68U0Dcrb7-Digital-Marketing-Executive-CLS-Learning-Solutions-Giza-Egypt?o=310&l=sp&t=sj&a=data analysis|search-v3|hpb
Sales Executive,Confidential -,"Maadi, Cairo, Egypt ",Full timeWork from homeEntry Level · 1 - 3 Yrs of Exp · Analysis · Business · Sales Skills · Sales · Sales Target · English · Marketing · CRM · Office · Software,https://wuzzuf.net/jobs/p/davuqNcGHggf-Sales-Executive-Cairo-Egypt?o=311&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Supervisor,Nile University,"6th of October, Giza, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · Finance · Accounting · Commerce · English · Financial Analysis · Financial Management · Excel · Microsoft Dynamics 365 · Accounting/Finance,https://wuzzuf.net/jobs/p/IpfSoIFpyNjv-Accounting-Supervisor-Nile-University-Giza-Egypt?o=312&l=sp&t=sj&a=data analysis|search-v3|hpb
Sr. Business Development Specialist,Masary,"Cairo, Egypt ",Full timeExperienced · 3 - 4 Yrs of Exp · Business Development · Communication · Sales · MS Office · Sales Target · English · Business Development,https://wuzzuf.net/jobs/p/oLrS4YxvCLl3-Sr-Business-Development-Specialist-Masary-Cairo-Egypt?o=313&l=sp&t=sj&a=data analysis|search-v3|hpb
Business Development Executive,DewanSoft,"Haram, Giza, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Marketing · Business Development · Negotiation Skills · Analysis · Sales · Business Development · Marketing/PR/Advertising,https://wuzzuf.net/jobs/p/qcvWXcwE5Ioi-Business-Development-Executive-DewanSoft-Giza-Egypt?o=314&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Software Analyst - Dimetta,ysolution,"New Damietta, Damietta, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Information Technology (IT) · Computer Science · Analysis · Software · Analytical · Programming · Computer · Information Systems · IT/Software Development · Analyst/Research,https://wuzzuf.net/jobs/p/h2oLoAn8lbQD-Senior-Software-Analyst---Dimetta-ysolution-Damietta-Egypt?o=315&l=sp&t=sj&a=data analysis|search-v3|hpb
Project Coordinator,Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Administration · Communication · Communication skills · Management · Microsoft Office · Project Coordination · Project Management · Reporting · English · Project/Program Management,https://wuzzuf.net/jobs/p/PnU9dTJbVWGz-Project-Coordinator-Cairo-Egypt?o=316&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Manager,National Motors,"Nasr City, Cairo, Egypt ",Full timeManager · 10 - 15 Yrs of Exp · Audits · Accounting · Finance · Commerce · Business Administration · Financial Management · Financial Analysis · Computer Skills · MS Office · Accounting Software,https://wuzzuf.net/jobs/p/sfHoDIaVo2Ew-Accounting-Manager-National-Motors-Cairo-Egypt?o=317&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Accountant,S G D,"Mohandessin, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Finance · Accounting · Financial Analysis · Cost Accounting · Cost · Commerce · Cost Accountant · Analytical · Cost Systems · Accountant,https://wuzzuf.net/jobs/p/O5S4l7YIrZiE-Cost-Accountant-S-G-D-Giza-Egypt?o=318&l=sp&t=sj&a=data analysis|search-v3|hpb
