Jop title,Company name,Location,Skills,links
Accountant,PLAN SEE,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Accounting · Finance · Financial · Accountant · Financial Analysis · Accounting Software · General Ledger · CMA · CPA · Accounting/Finance,https://wuzzuf.net/jobs/p/HML87ijJCBFF-Accountant-PLAN-SEE-Cairo-Egypt?o=319&l=sp&t=sj&a=data analysis|search-v3|hpb
Auditor,Living Yards Developments,"Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Auditing · Accounting · Finance · Financial Analysis · Real Estate · Accounting/Finance,https://wuzzuf.net/jobs/p/Yq2e8x6FYpnz-Auditor-Living-Yards-Developments-Cairo-Egypt?o=320&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Java Developer,AllegianceMD,"Mokattam, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Programming · Software Development · Information Technology (IT) · Spring 3.x · JSFx · Primefaces · JUnit 4.x · Maven 3.x · Java · JSF2.x,https://wuzzuf.net/jobs/p/iZjtmFXy0RON-Junior-Java-Developer-AllegianceMD-Cairo-Egypt?o=321&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Engineer - QC/QA,Confidential -,"khanka, Qalubia, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · Quality Control · Quality Assurance · Quality · QA · QC · Mechanical Engineering · Computer Skills · Manufacturing · Engineering · Production,https://wuzzuf.net/jobs/p/IHCCdIVviUmb-Quality-Engineer---QCQA-Qalubia-Egypt?o=322&l=sp&t=sj&a=data analysis|search-v3|hpb
Local Sales Accountant,Tiba Food,"New Nozha, Cairo, Egypt ",Full timeEntry Level · 0 - 4 Yrs of Exp · English · Accounting · Finance · Financial Analysis · Sales Accounting · Accounting/Finance,https://wuzzuf.net/jobs/p/kZrR7Ou7F4y3-Local-Sales-Accountant-Tiba-Food-Cairo-Egypt?o=323&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Control Engineer-Furniture,Horizon For Furniture,"Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Engineering · Furniture · Quality Control · Quality engineer · Furniture Quality · QC · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Quality,https://wuzzuf.net/jobs/p/acUigXL05gLL-Quality-Control-Engineer-Furniture-Horizon-For-Furniture-Cairo-Egypt?o=324&l=sp&t=sj&a=data analysis|search-v3|hpb
Trade Marketing Supervisor,United Distributors,"Garden City, Cairo, Egypt ",Full timeManager · 3 - 5 Yrs of Exp · Trade marketing · FMCG · Marketing · Sales · Market Research · Marketing Management · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/93Pk9D3Uerxu-Trade-Marketing-Supervisor-United-Distributors-Cairo-Egypt?o=325&l=sp&t=sj&a=data analysis|search-v3|hpb
Foreign Purchasing Specialist,Egyptian Packaging and Plastic Systems Corp,"Manial, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · males_only · Purchasing · Foreign Purchasing · Procurement · Logistics · Supply Chain · English · Foreign · Communication Skills · Shipping · Mechanical Engineering,https://wuzzuf.net/jobs/p/eXQM4tSWxzu7-Foreign-Purchasing-Specialist-Egyptian-Packaging-and-Plastic-Systems-Corp-Cairo-Egypt?o=326&l=sp&t=sj&a=data analysis|search-v3|hpb
System Analyst,Caduceus Lane,"Alexandria, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Computer Science · Information Technology (IT) · Business Analysis · System Analysis · Software · Testing · Microsoft Office · Business · Programming · Database,https://wuzzuf.net/jobs/p/848BaBp9L7CM-System-Analyst-Caduceus-Lane-Alexandria-Egypt?o=327&l=sp&t=sj&a=data analysis|search-v3|hpb
IT Supervisor,Hassab Labs,"Mahta Alraml, Alexandria, Egypt ",Full timeManager · 10+ Yrs of Exp · IT · Computer Science · Software Engineering · Information Technology (IT) · Software Development · Computer Engineering · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/jcZy0RHshWfH-IT-Supervisor-Hassab-Labs-Alexandria-Egypt?o=328&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Control Engineer,Talenco For Engineering & Contracting,"New Heliopolis, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Construction · Engineering · Cost · Microsoft Office · Primavera · Quality Assurance · Quality Control · Management · AutoCAD · Civil,https://wuzzuf.net/jobs/p/mLob2KaaqAnH-Cost-Control-Engineer-Talenco-For-Engineering-Contracting-Cairo-Egypt?o=329&l=sp&t=sj&a=data analysis|search-v3|hpb
IT Services Principal,Samaya Electronics Egypt LTD,"Nasr City, Cairo, Egypt ",Full timeManager · 8+ Yrs of Exp · CCNA · IT · Computer Hardware · Information Technology (IT) · MCSE · CCNP · system management · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/F0RWWeWo8KD5-IT-Services-Principal-Samaya-Electronics-Egypt-LTD-Cairo-Egypt?o=330&l=sp&t=sj&a=data analysis|search-v3|hpb
IT Services Principal,Samaya Electronics Egypt LTD,"Nasr City, Cairo, Egypt ",Full timeManager · 8+ Yrs of Exp · CCNA · IT · Computer Hardware · Information Technology (IT) · MCSE · CCNP · system management · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/F0RWWeWo8KD5-IT-Services-Principal-Samaya-Electronics-Egypt-LTD-Cairo-Egypt?o=331&l=sp&t=sj&a=data analysis|search-v3|hpb
Internal Auditor,S G D,"Mohandessin, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Auditing · Finance · Accounting · Financial Analysis · Commerce · Internal Auditor · Auditor · Communication Skills · Computer Skills · Accounting/Finance,https://wuzzuf.net/jobs/p/uIl4STPzRqr9-Internal-Auditor-S-G-D-Giza-Egypt?o=332&l=sp&t=sj&a=data analysis|search-v3|hpb
SEO Specialist,ITCan,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 4 Yrs of Exp · SEO · Marketing · Digital Marketing · Social Media · Google Analytics · HTML · Analytics · Management · Website Analytics · Online,https://wuzzuf.net/jobs/p/K3KWvuuwgS3m-SEO-Specialist-ITCan-Cairo-Egypt?o=333&l=sp&t=sj&a=data analysis|search-v3|hpb
General Accountant,Hi Tech for medical devices and supplies,"Giza, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Accounting · Financial Analysis · Finance · Analytical · General Accounting · Computer Skills · Microsoft Office · Microsoft Excel · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/tYgNCLUC9a4G-General-Accountant-Hi-Tech-for-medical-devices-and-supplies-Giza-Egypt?o=334&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Piping Engineer -Alex,Micro Engineering,"Heliopolis, Cairo, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · API · CAD · Computer Science · Engineering · Information Technology (IT) · Mechanical · Mechanical Engineering · piping · 3D Model · Pipeline,https://wuzzuf.net/jobs/p/XPsNttP9PJbL-Junior-Piping-Engineer--Alex-Micro-Engineering-Cairo-Egypt?o=335&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Alutec,"Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Financial · Accounting Standards · Financial Reporting · Auditing · Finance · Accounting/Finance,https://wuzzuf.net/jobs/p/JQqxL6y9DmcZ-Accountant-Alutec-Cairo-Egypt?o=336&l=sp&t=sj&a=data analysis|search-v3|hpb
Pricing Supervisor (Medical),Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Pricing · Supervisory · Pricing and billing · Pharmacy · Market Research · Analyst/Research · Pharmaceutical,https://wuzzuf.net/jobs/p/KUUlbM4c5jpm-Pricing-Supervisor-Medical-Cairo-Egypt?o=337&l=sp&t=sj&a=data analysis|search-v3|hpb
QA Specialist,Kandil Industries,"10th of Ramadan City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · QA · Quality Assurance · Quality · Engineering · ISO 9001 · ISO · Science · Six Sigma · Mechanical Engineering · Industrial Engineering,https://wuzzuf.net/jobs/p/JXEUj4MPS5uQ-QA-Specialist-Kandil-Industries-Cairo-Egypt?o=338&l=sp&t=sj&a=data analysis|search-v3|hpb
Sr. Java Developer,Tech-Hub,"6th of October, Giza, Egypt ",Full timeExperienced · 5+ Yrs of Exp · JSF · Software Development · Java · Computer Science · Information Technology (IT) · Web Development · Spring · Oracle · SQL · English,https://wuzzuf.net/jobs/p/F4HUo7akkOZq-Sr-Java-Developer-Tech-Hub-Giza-Egypt?o=339&l=sp&t=sj&a=data analysis|search-v3|hpb
Chemist - Fresh Graduate ( Sadat City ),Confidential -,"Monufya, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · Chemist · Quality Control · Chemistry · Science · Quality · Quality Assurance · R&D/Science · Manufacturing/Production · Quality,https://wuzzuf.net/jobs/p/heYUYi3W92WZ-Chemist---Fresh-Graduate-Sadat-City-Monufya-Egypt?o=340&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Frontend Developer,Globaltronics for Electronics,"6th of October, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Frontend · front-end · Angular · Bootstrap · JavaScript · CSS3 · HTML5 · jQuery · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/VzDd6BqY3Hje-Senior-Frontend-Developer-Globaltronics-for-Electronics-Giza-Egypt?o=341&l=sp&t=sj&a=data analysis|search-v3|hpb
Java Developer - 6 Months Project,A1Softech,"Nasr City, Cairo, Egypt ",Freelance / ProjectWork from homeEntry Level · 1 - 2 Yrs of Exp · Java · Java SE · Java EE · Agile · Angular · Computer Science · Hibernate · Information Technology (IT) · MongoDB · Oracle,https://wuzzuf.net/jobs/p/ymuXw5sdM1aa-Java-Developer---6-Months-Project-A1Softech-Cairo-Egypt?o=342&l=sp&t=sj&a=data analysis|search-v3|hpb
Hydraulic Design Engineer,EGEC,"Giza, Egypt ",Full timeExperienced · 7+ Yrs of Exp · Civil Engineering · Design · Engineering · Water Treatment · Civil · Networks · wastewater · Engineering - Construction/Civil/Architecture · Creative/Design/Art,https://wuzzuf.net/jobs/p/27nUB9y4qXrD-Hydraulic-Design-Engineer-EGEC-Giza-Egypt?o=343&l=sp&t=sj&a=data analysis|search-v3|hpb
Employee Support Center Officer,Teleperformance - Egypt,"Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Administration · Human Resources · Business Administration · Labor Law · Human Capital · English · Arabic · Business · HCM · Human Resources,https://wuzzuf.net/jobs/p/TmCuIy0dSF6I-Employee-Support-Center-Officer-Teleperformance---Egypt-Cairo-Egypt?o=344&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior.Net Developer,ICIS,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Engineering · Computer Science · Information Technology (IT) · Oracle · SQL · Asp.Net · MVC · HTML5 · CSS · AJAX,https://wuzzuf.net/jobs/p/iu6eDZsQJl4R-SeniorNet-Developer-ICIS-Cairo-Egypt?o=345&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Accountant - FMCG,Smart Group,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Finance · FMCG · Ax · ERP · Accounting/Finance,https://wuzzuf.net/jobs/p/dfeRObeguL6Y-Senior-Accountant---FMCG-Smart-Group-Cairo-Egypt?o=346&l=sp&t=sj&a=data analysis|search-v3|hpb
Auditing Manager,Smart GYM,"Nasr City, Cairo, Egypt ",Full timeManager · 4 - 9 Yrs of Exp · males_only · Finance · Accounting · Auditing · Financial Analysis · Communication · Computer Skills · Microsoft Office · Microsoft Excel · Accounting/Finance · Operations/Management,https://wuzzuf.net/jobs/p/P0WnCLemrDGI-Auditing-Manager-Smart-GYM-Cairo-Egypt?o=347&l=sp&t=sj&a=data analysis|search-v3|hpb
Personnel & Recruitment Specialist,Asass,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Communication skills · Human Resources (HR) · Construction · Personnel · Recruitment · Recruiter · Admin · Administration · Administration · Human Resources,https://wuzzuf.net/jobs/p/jQUq0Pg8ydSh-Personnel-Recruitment-Specialist-Asass-Cairo-Egypt?o=348&l=sp&t=sj&a=data analysis|search-v3|hpb
Social Media Specialist,Arrows,"6th of October, Giza, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Social Media · Marketing · E-marketing · Market Research · SEO · Advertising · Instagram · Facebook · Media · Online Marketing,https://wuzzuf.net/jobs/p/eJD9XOfkSGWm-Social-Media-Specialist-Arrows-Giza-Egypt?o=349&l=sp&t=sj&a=data analysis|search-v3|hpb
Bridges Technical Office Engineer,Rowad Modern Engineering,"Ain Sokhna, Suez, Egypt ",Full timeExperienced · 2 - 6 Yrs of Exp · Civil · TO · Civil Engineering · Engineering · AutoCAD · Bridges · Bridges Projects · English · Microsoft Office · Technical Office,https://wuzzuf.net/jobs/p/sLYM8h0oFqUU-Bridges-Technical-Office-Engineer-Rowad-Modern-Engineering-Suez-Egypt?o=350&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Java Developer (J2EE),ITS ,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Computer Science · Computer Engineering · J2EE · Java · Java Development · Hibernate · EJB · JPA · JSF · REST,https://wuzzuf.net/jobs/p/kGCUZPG7CINk-Senior-Java-Developer-J2EE-ITS-Cairo-Egypt?o=351&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Assurance Specialist,INDEVCO,"6th of October, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · quality · Quality Assurance · technical · English · QA · Quality Control · Industrial · Quality,https://wuzzuf.net/jobs/p/3lv4XYbmL9EO-Quality-Assurance-Specialist-INDEVCO-Giza-Egypt?o=352&l=sp&t=sj&a=data analysis|search-v3|hpb
Order Processing Coordinator,Interact Technology Solutions,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Logistics · B2B · Order Processing · Administration · Admin · Coordinator · Administration · Logistics/Supply Chain,https://wuzzuf.net/jobs/p/di2ONz9UDAU9-Order-Processing-Coordinator-Interact-Technology-Solutions-Cairo-Egypt?o=353&l=sp&t=sj&a=data analysis|search-v3|hpb
Infection Control Specialist,Confidential -,"6th of October, Giza, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Infection Control · Nursing · quality · Infection · English · Control · Quality Control · Medical/Healthcare,https://wuzzuf.net/jobs/p/3VrCiLh2wewq-Infection-Control-Specialist-Giza-Egypt?o=354&l=sp&t=sj&a=data analysis|search-v3|hpb
Cash & Treasury Operation Manager,Confidential -,"Ameria, Alexandria, Egypt ",Full timeManager · 7 - 10 Yrs of Exp · Accounting · Finance · Treasury · Management · ERP · Communication Skills · Bank · CTP · Reporting · Capital,https://wuzzuf.net/jobs/p/c1T5iWQuTwNL-Cash-Treasury-Operation-Manager-Alexandria-Egypt?o=355&l=sp&t=sj&a=data analysis|search-v3|hpb
Research Coordinator,Nile University,"Sheikh Zayed, Giza, Egypt ",Full timeEntry Level · 1 - 4 Yrs of Exp · University Ranking · Education · Administration · English · Engineering · Research · Market Research · Marketing · E-marketing · Social Media,https://wuzzuf.net/jobs/p/Upk4PhgZMXa5-Research-Coordinator-Nile-University-Giza-Egypt?o=356&l=sp&t=sj&a=data analysis|search-v3|hpb
Moderation Project Manager,Confidential -,"Cairo, Egypt ",Full timeManager · 10+ Yrs of Exp · Call Center · English · Management · Operations · Project Management · Reporting · Microsoft Excel · BPO · Spreadsheets · Data Processing,https://wuzzuf.net/jobs/p/I43Lq2eoRZ2O-Moderation-Project-Manager-Cairo-Egypt?o=357&l=sp&t=sj&a=data analysis|search-v3|hpb
IT Team Leader,Pharmaceutical Egyptian Association,"Heliopolis, Cairo, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · IT · Management · Information Technology (IT) · Software Development · Software · team leader · Engineering · Computer Science · Troubleshooting · Communication,https://wuzzuf.net/jobs/p/jfaErdpqBWmk-IT-Team-Leader-Pharmaceutical-Egyptian-Association-Cairo-Egypt?o=358&l=sp&t=sj&a=data analysis|search-v3|hpb
SOC Engineer,Link Datacenter,"Dokki, Giza, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Information Technology (IT) · Computer Engineering · Computer Science · Security Engineer · Security Operations · Network Operations Center · SIEM · SSCP · GSEC · CIHE,https://wuzzuf.net/jobs/p/93p8cJLjdYbW-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=359&l=sp&t=sj&a=data analysis|search-v3|hpb
Application Consultant,HITS Technologies ,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Business English · Technical Support · Customer Support · HR Systems · Commerce · Database · Information Technology (IT) · Configuration · ERP · Computer Science,https://wuzzuf.net/jobs/p/ZGlzMgxfkNV2-Application-Consultant-HITS-Technologies-Cairo-Egypt?o=360&l=sp&t=sj&a=data analysis|search-v3|hpb
MEP Engineer,Al Rabat,"New Cairo, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · males_only · Electrical Engineering · MEP Engineering · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical,https://wuzzuf.net/jobs/p/SOhKJIyuaOIJ-MEP-Engineer-Al-Rabat-Cairo-Egypt?o=361&l=sp&t=sj&a=data analysis|search-v3|hpb
HR Specialist,Maxevia Corporate,"Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · females_only · Human Resources · HRM · Human Resources (HR) · Interview · HR · Recruitment · Personnel · English · Communication · Labor,https://wuzzuf.net/jobs/p/vf3VyvhGzmDl-HR-Specialist-Maxevia-Corporate-Cairo-Egypt?o=362&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Control Manager,Confidential -,"6th of October, Giza, Egypt ",Full timeManager · 8 - 12 Yrs of Exp · quality · Quality Assurance · Manufacturing · Production · Quality Control · Engineering · Science · IT · Manufacturing/Production · Quality,https://wuzzuf.net/jobs/p/UQ2E3l7bAUMk-Quality-Control-Manager-Giza-Egypt?o=363&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Executive,Ghamry For Contracting & Real Estate,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · males_only · Marketing · Marketing executive · sales skills · Skills · Market Research · Marketing/PR/Advertising · Sales/Retail,https://wuzzuf.net/jobs/p/LeEdnjsl9nIl-Marketing-Executive-Ghamry-For-Contracting-Real-Estate-Cairo-Egypt?o=364&l=sp&t=sj&a=data analysis|search-v3|hpb
